 Typical TTI this is 🤨,,,,,,
 Yeaa they have sessions,,,,,,
 They have attendance for that also,,,,,,
 😶,,,,,,
 Yea😅,,,,,,
 75% compulsory,,,,,,
 This is TTI + CBIT ICC / 2,,,,,,
 What😂,,,,,,
 Wtf,,,,,,
 They have club attendance,,,,,,
 Yaa,,,,,,
,,,,,,
 Yaa,,,,,,
 Arey one question-,,,,,,
,,,,,,
 We need to have proper TTI this time,,,,,,
5.5,,,,,,
-6,,,,,,
 Higher the delegate count higher will be the funds we had to raise,,,,,,
 4 L sponsorship + 1.2 L from OC,,,,,,
 I’ll tell you the exact amount wait,,,,,,
 Revanth's calculations coming up,,,,,,
 @919160344049 ,,,,,,
,,,,,,
 Yeah,,,,,,
 🥁🥁🥁🥁🥁,,,,,,
 The problem with TTI is that we would be with occupied with stuff already and it'll be a pain getting school's permission.,,,,,,
 Finding a school without a MUN is actually hard,,,,,,
 My school has an mun,,,,,,
 We lose 150/- rs on every delegate and we need to raise sponsorship to compensate it ,,,,,,
,,,,,,
 My school doesn't and we can expect delegates but getting permission is mission impossible,,,,,,
 We'll take tom cruise,,,,,,
 And Acco we only give it to 170 delegates so the number is fixed ,,,,,,
,,,,,,
 ‎,,,,,,
 Should I mention whose joke it is 😂 ,,,,,,
,,,,,,
 Whose joke?,,,,,,
 I’ll tell you two benefits of having it in marriot!!,,,,,,
 But Marriot ethestunaru anv ga,,,,,,
 First Marriott should be there till then😛,,,,,,
 1.Panda uncle ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Conference halls free!?,,,,,,
 Why will Marriott give it's conference halls for free ?,,,,,,
 Why do we get conference halls for free,,,,,,
 Tell  Revanth ,,,,,,
,,,,,,
 Na interview lo conf halls Ki 3laks petta 🤦🏻‍♀,,,,,,
 Tell Revanth,,,,,,
 Telll,,,,,,
 Andhke CDA ivvaledhu niku 😂,,,,,,
 Ee 🐼 uncle evadu Ra.....Neerav Modi kuda cheyale intha scam,,,,,,
 Shall I tell whose joke that is,,,,,,
 Reyy,,,,,,
 😑,,,,,,
 That guy is ❤,,,,,,
 Even the last time marriot was in losses ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 😂😂😂😂😂😂😂😂,,,,,,
 With we are saving a lottt,,,,,,
 250 delegates ki charge chesi 350 ki food pettina mahaanubhavudu ❣,,,,,,
 That's not the reason they ditched vivanta,,,,,,
 NDS had to take place and we know what happened. So they were at a loss,,,,,,
 So they came to us,,,,,,
 Tell Vivek ,,,,,,
,,,,,,
 we took it as chance and pindesaru,,,,,,
 Inka ?,,,,,,
,,,,,,
 So in Marriott you pay for food and conference Halls together.,,,,,,
,,,,,,
,,,,,,
 Pindesaru anta 😂,,,,,,
 Eyyy eyyy,,,,,,
 Everything was final and cc had to pay advance.....but they dint have money...they extended time to pay also.....but our cc went to Marriott,,,,,,
 Yeah,,,,,,
 Jagannath nee full eskunad anta vivanta manager,,,,,,
 😂😂😂,,,,,,
 Papam,,,,,,
 Kani we’ll have to find panda uncle kind of people in every hotel,,,,,,
 Oh no ,,,,,,
,,,,,,
 Radisson blu is full strict kathe,,,,,,
 Oh,,,,,,
 Arey vaadiki easy ga 2-3Lakh loss vachi untadi ra ,,,,,,
,,,,,,
 Vivanta this time he’ll rip us off,,,,,,
 Loss kadu they didn't even inform.....the manager called then they informed,,,,,,
 Lol asal,,,,,,
 Oh no,,,,,,
,,,,,,
 Mental ah niku,,,,,,
 😅😅,,,,,,
 Minimum untadi mari manollu ante 😂😂😂,,,,,,
 For anything to happen we need sponsors rey,,,,,,
 A lot of them,,,,,,
 Who is 🐼 uncle? Ante how did they find him?,,,,,,
" Modify this dialogue as ""no money, no conference"" ",,,,,,
,,,,,,
 Haan,,,,,,
 😂,,,,,,
 @917337585022,,,,,,
,,,,,,
 Akshita telusu ga,,,,,,
 Achcha ,,,,,,
,,,,,,
 Akshitha was in oc as dep hol,,,,,,
 Satwik time lo CDA evaru unde?,,,,,,
 Yayy Vivek ,,,,,,
,,,,,,
,,,,,,
 😂😂😂,,,,,,
 ah CC lo girls majority ,,,,,,
,,,,,,
 ‎,,,,,,
 Sources,,,, Surajpedia😛,,
 Censor cuts unte I'm sorry 😂,,,,,,
 😂,,,,,,
 Nicee name,,,,,,
 Damnnn ,,,,,,
,,,,,,
 Saw that shot @919490580080 😛,,,,,,
 Bravo needs to turn into panda uncle ,,,,,,
,,,,,,
 Haa😂😂😂,,,,,,
 MI supporter!?,,,,,,
 Areyy 😂😂😂😂😂😂,,,,,,
 Fuck yeah,,,,,,
 MI and Barcelona🙄🙄,,,,,,
 Mumbai Chennai na fav teams ,,,,,,
,,,,,,
 And India ,,,,,,
,,,,,,
 ❤️,,,,,,
 Naku rcb and Chennai,,,,,,
 Kkr Chennai 🙈,,,,,,
 No supporters for SRH😶!?,,,,,,
 KKR enduku ra? ,,,,,,
,,,,,,
 SRH ra and no Warner,,,,,,
 Apan idhar ich hai 🧡,,,,,,
 Robin Uthappa ra ,,,,,,
,,,,,,
 Kadu srk,,,,,,
 Ma gnyapakallo unnadu 😢,,,,,,
 Kosam undali KKR fan,,,,,,
 How many of you remember last year finals? ,,,,,,
,,,,,,
 No offence bro,,,,,,
 Btw Warner is flying down to Hyderabad to cheer SRH from stands anta....navvalo edvalo theliyatle,,,,,,
 Chennai is winning😎,,,,,,
 Arey Dhoni is different today,,,,,,
 Yeah,,,,,,
 ‎,,,,,,
 I want a superover now 😛😋,,,,,,
 So do I,,,,,,
 Crazy untundi,,,,,,
 😂😂,,,,,,
 Haan,,,,,,
 Won 😎,,,,,,
 Okay ,,,,3,,
 This will be repeated by the time of finals,,,,,,
 🙌🏻🙌🏻,,,,,,
 🙌🏻,,,,,,
 ‎,,,,,,
 😅😅,,,,,,
 😂😂,,,,,,
 ‎,,,,,,
 #accofam,,,,,,
 Did he share ? 😅,,,,,,
 Heh🙃,,,,,,
" He said he’d call me yesterday , i went home late so he didn’t call",,,,,,
 Vallu valle family,,,,,,
 Rey rey Kedar ra adi😅,,,,,,
 I think we have too many options for HR this time 😶,,,,,,
 Like!!,,,,,,
 Paul Vartika,,,,,,
 Me tooo,,,,,,
 🐼 uncle orginal name Praveen Marri aa ?,,,,,,
 Praveen Marri is Tarun's mama and he is not in Marriott anymore,,,,,,
 He is now the GM of Papadams 😶,,,,,,
 Oh no 🙁🙁,,,,,,
 Papadams!?,,,,,,
 Now I know why they want to sell Marriott,,,,,,
 Yes. From banquet manager at Marriott to General Manager at Papadams. Idk where he is going 🤷🏻‍♂,,,,,,
 Koneddama 😂,,,,,,
 What are we gonna do after they submit their work today?,,,,,,
 You’ll post a long message 😅,,,,,,
 Is that list okay guys ??,,,,,,
 Am away. ,,,,,,
,,,,,,
 Nope,,,,,,
 I can see that exams schedule has been updated for colleges and few CBSE schools,,,,,,
 Do we have anything to say ?,,,,,,
 Or should I put a message and close this,,,,,,
 What msg will you put,,,,,,
" At the outset, there were few things about your work that were really commendable. Firstly, your presentation of data and the amount of research you have put in collecting MUNs data ( this being your first time ).",,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Cool,,,,,,
" Arey Harsh is like ""when are you giving us party""",,,,,,
" There's a place, little Italy how about that?",,,,,,
 Hi tech city!?,,,,,,
 I just heard about that place. Never went. Idk where it is,,,,,,
 Hitechcity eh emo,,,,,,
 Film Nagar anta ,,,,,,
,,,,,,
 It’ll cost us a lot,,,,,,
 Oh lol,,,,,,
 Tenj is in the budget but the food is really bad kathe😅,,,,,,
 ‎.,,,,,,
 Ade,,,,,,
 Tell him 'soon',,,,,,
 I did,,,,,,
 Arey Vivek we saw some place,,,,,,
,,,,,,
 Ministry of kitchens,,,,,,
 Akkada entha?,,,,,,
 Normal rates lo aypothadi,,,,,,
 Fine then that,,,,,,
 Check out Ministry Of Kitchens on @Zomato!,,,,,,
,,,,,,
 What  about BBQ nation,,,,,,
 How's it,,,,,,
 10 k or above....,,,,,,
 That's common,,,,,,
 Bill,,,,,,
 Ikkada ambience baguntada ?,,,,,,
 Food mari extraordinary ga lekunna okay....kaani place matram sett undali 😂,,,,,,
 ‎.,,,,,,
 Idhi chudu,,,,,,
 That day at Hole in the wall cafe..... Sandwich was not all good....kani place was really nice....so balance ayipoyindi 😬,,,,,,
 Point,,,,,,
 Nice!,,,,,,
 match is getting interesting now ,,,,3,,
 Yeshh,,,,,,
 Guys,,,,,,
 ‎,,,,,,
 They didn't release the agenda. They'll release it ten days before the conference l.,,,,,,
 to maintain the suspense,,,,,,
 Whoa,,,,,,
 Yeaa,,,,,,
 And it's HCC 🔥,,,,,,
 Set it'll be,,,,,,
 Yess,,,,,,
 Wow,,,,,,
 Guys Smokey pitara lo manaki max 1200 per head avtadi and menu is really big,,,,,,
 Who all are coming today?,,,,,,
 I'm,,,,,,
 I'm,,,,,,
 And the reviews are also really good for this place,,,,,,
 Sponsorship Brochure 2018 (1).pdf • ‎14 pages ‎document omitted,,,,,,
 Baagundi,,,,,,
 CBIT MUN 2017 Sponsorship proposal • ‎6 pages ‎document omitted,,,,,,
 I forgot that i had this😅,,,,,,
 Did everyone come to college ?,,,,,,
 Nope,,,,,,
 I did,,,,,,
" Harika , Suneel , Shashank are also here",,,,,,
 Vivek ?,,,,,,
 No he didn’t come,,,,,,
 Okay,,,,,,
 ‎,,,,,,
 ‎,,,,,,
 ?,,,,,,
 Place???,,,,,,
 ‎,,,,,,
 ‎,,,,,,
 sounds ans spirits lunch menu,,,,,,
 tenJ reviews are bad,,,,,,
 Yeah,,,,,,
 +beer/mocktail,,,,,,
 so everyone up for sounds and spirits ?,,,,,,
 I’m fine with it,,,,,,
 Me too,,,,,,
 It's a pub..... okay na mari ?,,,,,,
 Lunch kada,,,,,,
 You guys tell,,,,,,
 It's ok lunch a kada,,,,,,
 Neeku edhina okay 😛,,,,,,
 😛🙈,,,,,,
 People we are meeting tomorrow right??,,,,,,
 Yes i guess.,,,,,,
 I can,,,,,,
 I'm coming tomorrow,,,,,,
 ‎,,,,,,
 Evardi?,,,,,,
 Oka Production ammayi,,,,,,
,,,,,,
 Vammo,,,,,,
 Ade kada,,,,,,
 Iam not coming today,,,,,,
,,,,,,
 Eppudu kaluddam?,,,,,,
 Nak second half lo undhi exam,,,,,,
 Harika ki 1st half lo anta,,,,,,
 Set 😂,,,,,,
 Vivek ? Shashank?,,,,,,
 Revanth?,,,,,,
 Nak kuda second half,,,,,,
 Shashank ki second half ,,,,,,
,,,,,,
 We can meet in lunch or after 3,,,,,,
 We’ll meet in lunch,,,,,,
 So yeah ,,,,,,
,,,,,,
 Anybody there ??,,,,,,
 Ya,,,,,,
 ‎,,,,,,
 Check these tag lines once,,,,,,
 Wt did you discuss today,,,,,,
 You didn’t go a ?,,,,,,
 Rey,,,,,,
 We'll give them the taglines work today?,,,,,,
 Yeah we’ll give,,,,,,
 Set,,,,,,
 How much time are we going to give to complete this task ?,,,,,,
 1 week ?,,,,,,
 No,,,,,,
 Till Friday evening,,,,,,
 Sare,,,,,,
 After that hotels,,,,,,
 Yeahhh,,,,,,
 ‎,,,,,,
 😂,,,,,,
 ‎,,,,,,
 DSG!!!,,,,,,
 Waah wah,,,,,,
 Harika - Look at you ! So thin 😂,,,,,,
,,,,,,
 Same pose also 😂,,,,,,
 😂😂,,,,,,
" Hello, so I hope you guys understand the importance of sponsorships for a conference. Basically, *no money, no conference.* So we're setting a very realistic target for you all.",,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 @919160344049,,,,,,
 Not now kadhaa,,,,,,
 This was last year's lada,,,,,,
 Kada,,,,,,
 Haan,,,,,,
 I’ll modify this 😋,,,,,,
" Ikr, he had asked for it in the afternoon.....anduke pampa",,,,,,
 Ohhh cool,,,,,,
 Ya,,,,,,
" Apologies ,sir",,,,,,
 Guys guys,,,,,,
 Remember I told you about PepsiCo,,,,,,
 🔔,,,,,,
 Ha,,,,,,
 Yess,,,,,,
 Cheque vachesindha?,,,,,,
,,,,,,
 They’ll be our brand partners a ? If they give in a lot of money ?,,,,,,
 Official partner,,,,,,
 Ha Ade le,,,,,,
 Paanch lakh 🖐🏼,,,,,,
 Go through this ,,,,,,
,,,,,,
 How do you think we can convince them ?,,,,,,
 Like what will they get ?,,,,,,
 Rey of they one lakh also,,,,,,
 That's enough,,,,,,
 Give*,,,,,,
 It’s okay we can expect more,,,,,,
 Nothing wrong,,,,,,
 Yaa,,,,,,
 We can,,,,,,
 We have to convince them,,,,,,
 That’s why,,,,,,
 Think of benefits we can tell them,,,,,,
 .,,,,,,
 Yeah,,,,,,
 We can tell about the reach we have on Facebook,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Okie,,,,,,
 Woah I didn't see this coming 😂,,,,,,
 Who's dealing with pepsico?,,,,,,
 You have contacts jaahnavi?,,,,,,
" Yeah, my dads friend is in a good position in PepsiCo in Middle East",,,,,,
 Oh nice,,,,,,
 His word is really valuable,,,,,,
 Alright,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Cool,,,,,,
 Acknowledged,,,,,,
 Refer to previous years taglines to get an idea,,,,,,
 Oh 😯,,,,,,
,,,,,,
 Reyyy,,,,,,
 Eyy what about these ? Are we even gonna consider them ?,,,,,,
 Supremacy I don't think,,,,,,
 Okie,,,,,,
 Repu DBMS ah 🤭,,,,,,
 Yeah,,,,,,
 Don't make them too tacky / informal. ,,,,,,
,,,,,,
,,,,,,
,,,,,,
 One of you post this 😂,,,,,,
 I'll put,,,,,,
 Me me,,,,,,
 Okay u do it,,,,,,
 Fine jaa,,,,,,
 Shh,,,,,,
 Sare,,,,,,
 Ask if they have any doubts,,,,,,
 How about ‘Genèse of Perfection ‘?,,,,,,
 Don't either 'Revannth'icise or 'Suraj'ize them 😂😂,,,,,,
 Lolz,,,,,,
 😂,,,,,,
 These guys are acknowledging too much ,,,,,,
,,,,,,
 Swag words enti🤦🏻‍♀,,,,,,
 Slang ani undi anukunna,,,,,,
 Untaru le mandi na lanti vallu....I suggested a beautiful tagline for CBITMUN 2018 during ICC 😝,,,,,,
 *kontha mandi,,,,,,
 What was it ?,,,,,,
 Chepthe kodtharu ippudu andaru kalisi 😂,,,,,,
 Ayyah tell,,,,,,
 Cheppu,,,,,,
" I ve been telling lame stuff monna nunchi , they didn’t beat me le 😅",,,,,,
 Me lamest,,,,,,
 Roses are Red,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Okay bye,,,,,,
 Whaaattttt,,,,,,
 😂😂😂😂😂😂,,,,,,
" Woooow , that can be our anthem 😂😂",,,,,,
 Arey,,,,,,
 Not all of them are responding,,,,,,
 True that,,,,,,
 Harsh and Farooqunnisa ,,,,,,
,,,,,,
,,,,,,
 Harsh huh,,,,,,
 Chuskundam,,,,,,
 We will wait for sometime and give them a solid warning,,,,,,
 Yeass,,,,,,
 Rathri pettina msg ki morning kuda acknowledgements vastunayi,,,,,,
 ‎,,,,,,
 Vammo,,,,,,
 Iam also part of you people only,,,,,,
 What is this anyayam ??,,,,,,
" Co CDA’s , veeledo antunnaru nannu @919160344049 @919573066222",,,,,,
 😂😂,,,,,,
 Harika will tell to harsh le!!,,,,,,
 Heh ???,,,,,,
" Dekhlungi , sabko dekhlungi 😝😝😝",,,,,,
 We'll keep off what chandan suggested,,,,,,
 What was that ?,,,,,,
 Enti ?,,,,,,
 Keep calm and come to CBITMUN 2018,,,,,,
 Lol,,,,,,
 Dhamki ichinattu undi ra,,,,,,
 Noru muskoni randi,,,,,,
 😎😎,,,,,,
 Translate it to Telugu and imagine in Chandan's voice 🙃,,,,,,
 ‎,,,,,,
 😛,,,,,,
 Dekliyaaaaaa,,,,,,
 ❤❤❤❤,,,,,,
 This pic is really niceeee,,,,,,
 Niceee kadu,,,,,,
 Beautiful analogy,,,,,,
 Anali *,,,,,,
 .,,,,,,
 🤫🤫,,,,,,
 Abbah,,,,,,
 Dhamki,,,,,,
 Setttt 😂,,,,,,
 Arey ask Chandan for that GALE appointment rey,,,,,,
 😂😂,,,,,,
 Nuv dhamki isthe dhadchukoniki tu tumbar Galla anukuntunava raa policeee,,,,,,
 Correct eh na ah dialogue?,,,,,,
 Gayle ,,,,,,
,,,,,,
,,,,,,
 😂,,,,,,
" Yeass, small change CDA pattukunta police daggara",,,,,,
 Nuv dhamki isthe dhadchukoniki tutumbar Gaadni anukuntunnaaav bey? policeee,,,,,,
 Set,,,,,,
" Naiii, CDA aaaaaaaaaaaaaaa",,,,,,
 😂,,,,,,
 Ade ade,,,,,,
 Ee sari pattukochedhdham,,,,,,
 3L,,,,,,
 Haan,,,,,,
 Yeah,,,,,,
 Get get,,,,,,
 Suraj Jr ,,,,,,
,,,,,,
 Dandalayya dandalayya we will sing if u want,,,,,,
 GAIL ki Suraj ki sett avvadhu 😂,,,,,,
,,,,,,
 1L last time Suraj techadu,,,,,,
 But GAIL pogottaadu anta ☹️,,,,,,
 He was like we could have gotten,,,,,,
 Ade kada,,,,,,
 You are JR be confident,,,,,,
 Match is electrifying today 💥❤,,,,,,
 Which teams are playing?,,,,,,
 CSK vs KKR,,,,,,
 Oooooooh,,,,,,
 Woah!! ,,,,,,
,,,,,,
 Me,,,,,,
 Me,,,,,,
 Meeeee,,,,,,
 Settttt kadhaaa 💥💥💥,,,,,,
 Yes,,,,,,
 Watson 😭,,,,,,
 His innings was 💥💥💥💥💥,,,,,,
 Yaa,,,,,,
 Meee,,,,,,
 Shashank is typing ani ganta nunchi vastundi,,,,,,
 Shashaaaaaankkkkkk,,,,,,
 Naaku em raatle,,,,,,
 Ippudu ratle,,,,,,
 Naku Inka vastondhi 🤨,,,,,,
 I had this is mind. ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 We can have 5**,,,,,,
 Wait ,,,,,,
,,,,,,
 Yes,,,,,,
 Obviously,,,,,,
 It's actually up to us,,,,,,
 I want ylp re,,,,,,
 Quality Redefined???,,,,,,
 Yeah,,,,,,
 That was my tagline☹️,,,,,,
 But why,,,,,,
 Reason,,,,,,
 Yeah dudee,,,,,,
 He's so talented re. People like him are dying to be a part of the EB,,,,,,
 We’ll try contacting the veterans ??,,,,,,
 Should tti happen in a school that doesn't have mun?,,,,,,
 It'll be hard to find a good  school without one,,,,,,
" Also if we have TTi Every year, it'll loose its essence",,,,,,
 But let's see,,,,,,
 I want the delegate kits and cash prizes to be 🔥🔥🔥,,,,,,
 What exactly happens in tti,,,,,,
 My school,,,,,,
 There are many schools near my place,,,,,,
,,,,,,
,,,,,,
 Chill macha. That'll be based on how we can raise.,,,,,,
 My own school,,,,,,
,,,,,,
 Dps doesn't have ah,,,,,,
 DPS already has one,,,,,,
 True,,,,,,
 Andrews,,,,,,
 We can try,,,,,,
 The kid I teach said they doesn’t have,,,,,,
 Guys ! ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 They have,,,,,,
 Yasss,,,,,,
 We shouldn't be doing what they did,,,,,,
 Right,,,,,,
 ii MUN is DPS,,,,,,
 Ones,,,,,,
 We can have lit delegate kits if spend 3-4K more  on them,,,,,,
,,,,,,
,,,,,,
 Satwik brought in the midnight crisis concept .. ,,,,,,
,,,,,,
,,,,,,
 Veteran debate,,,,,,
" Yeah, so our target this year is raising highest sponsor money till date",,,,,,
 I had this idea of ,,,,,,
,,,,,,
 They'll be always with us,,,,,,
 Ya,,,,,,
 But we'll do something else also,,,,,,
 They'll respect us,,,,,,
" Sreekar Reddy had this day 1 college events , SRD",,,,,,
 Yeah,,,,,,
 This is amazing. But not easy,,,,,,
 We have a lot of holidays,,,,,,
 Schools will also have,,,,,,
 They'll publicise CBIT MUN  for us,,,,,,
 CBSE schools will start from June 1 like most of them,,,,,,
 Ma'am. Nothing is easy,,,,,,
" If done properly , we'll be giving so many munners to the circuit.",,,,,,
 And,,,,,,
 CBIT MUN will be the epitome,,,,,,
 Of Munning,,,,,,
" Current MUN circuit isn't that great. So if that actually happens, we'll be trying to bring back the glory to hyd circuit",,,,,,
 Glory of CBIT MUN*,,,,,,
" But we are giving more importance to schools, we *must* see that the dates be suitable for schools",,,,,,
 Are,,,,,,
 Sorry for the interruption,,,,,,
,,,,,,
 Heard the sound in the crowd!,,,,,,
,,,,,,
 Hifi bruh,,,,,,
 The thing is we can't find not everyone in a college would be interested in an MUN,,,,,,
 Crowd?,,,,,,
 😂🙌🏻🙌🏻🙌🏻,,,,,,
 Yeah,,,,,,
 School is where ,,,,,,
,,,,,,
 Starts,,,,,,
 Where everyone learn things,,,,,,
 Dhoni uncle came !,,,,,,
 Then this,,,,,,
 We have target them,,,,,,
 To,,,,,,
 We’ll do it ,,,,,,
,,,,,,
 Uncle endi ra,,,,,,
 Uncle enti,,,,,,
 We'll have to,,,,,,
 Save this to convince the management people 💥,,,,,,
 Ya,,,,,,
 Dhoni is uncle now 😂,,,,,,
,,,,,,
 Noo,,,,,,
 Whatever 😝,,,,,,
 Bravo should have come 🙉🤦🏻‍♂,,,,,,
 That six!!,,,,,,
 Uthappa dropped an important catch. ,,,,,,
,,,,,,
 Arey🤷🏻‍♂️🤷🏻‍♂️,,,,,,
 Quick call.,,,,,,
,,,,,,
 Kkr,,,,,,
 Chennai,,,,,,
 ‎,,,,,,
 🙄😅😅,,,,,,
 😂😂😂😂,,,,,,
 7 from 4,,,,,,
 Yas,,,,,,
 Even imran Tahir says benchod,,,,,,
 😂,,,,,,
 😂😂😂,,,,,,
 Yay csk,,,,,,
 Brilliant match 💛,,,,,,
 Crazy asal,,,,,,
 Yeassss,,,,,,
 ‎This message was deleted.,,,,,,
 Guys ,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Yeahh,,,,,,
 We’ll do it on 14 th ??,,,,,,
 Why 14th like specifically!?,,,,,,
 🤔,,,,,,
 All of us are coming no that day,,,,,,
 For meeting principal and Sandhya ma’am with secretariat,,,,,,
 🤨,,,,,,
 14th is a saturday....why will juniors come to college!?,,,,,,
 Oooh,,,,,,
 I have college on 13th,,,,,,
 We have to on 13th,,,,,,
 We’ll have to give them by lunch on 14th or 15th,,,,,,
 Is 14th okay?,,,,,,
 14 th,,,,,,
 Yes,,,,,,
 I can't on 15th,,,,,,
 Give whom ? ,,,,,,
,,,,,,
 Party 😒,,,,,,
 Cc,,,,,,
 Ex-cc*,,,,,,
 Rey ,,,,,,
,,,,,,
" Dates , meeting Sandhya ma'am",,,,,,
 Telsu,,,,,,
 We have to meet on 13ty,,,,,,
 Haa ra,,,,,,
,,,,,,
 In college,,,,,,
 Yeah,,,,,,
 Yeasss,,,,,,
 Malli ravala 13th 😭😭,,,,,,
 Yes,,,,,,
 Same feeling☹️,,,,,,
 Naku kuda ledu ah roju college,,,,,,
 I have external,,,,,,
 But we have to,,,,,,
 Ok,,,,,,
 Acknowledged,,,,,,
 So 13 th meeting and 14 th lunch ?,,,,,,
 My parents will tell me to stay on road only 😒,,,,,,
 It’s okay,,,,,,
 Ee okkasari,,,,,,
 My dad already told me,,,,,,
 13th ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 I have lab at 9,,,,40,,
 I will be there but not fully,,,,,,
 Madhyanam lab kashtam,,,,,,
 I'll be coming to college on 13th,,,,,,
" 14, 15 I can't come anywhere 😶",,,,,,
,,,,,,
 Ooh,,,,,,
 Next week then,,,,,,
 September 21 - Muharram - Friday ,,,,,,
,,,,,,
 Our collection last year,,,,,,
 HOTELS-1 • ‎3 sheets ‎document omitted,,,,,,
 taglinesmun ‎document omitted,,,,,,
" Now I realize , these are very bad 😂😂",,,,,,
 This is so embarrassing 😂,,,,,,
 Totally totally totally ignore 9th one,,,,,,
 Ignore the entire doc,,,,,,
 Delete this totally 😂,,,,,,
 Alea iacta est 🤨,,,,,,
 For ant doubts about it CalPal,,,,,,
 we look for re'solutions' 🤭,,,,,,
 Okay. Bye,,,,,,
 GN,,,,,,
 TC,,,,,,
 16th evardhi!?,,,,,,
 Deepti,,,,,,
 16th is the besttt 😂,,,,,,
 😂😂,,,,,,
 What? Really?,,,,,,
 Tagline kadu tag sentence adhi😂😂,,,,,,
 Chepthaa undu thanaki,,,,,,
 @918790663399 ,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Aa 16 th di definition a ECE lo ???,,,,,,
 😂😂,,,,,,
 As far as I remember. Yes.,,,,,,
 Dice has been set endi ra,,,,,,
 We had the same discussion back then 😂,,,,,,
 Legacy Relinquished 🤣🤣🤣🤣,,,,,,
 Shashank is the bessssssttttt,,,,,,
 3rd and 9th,,,,,,
 Opportunity to create .....,,,,,,
,,,,,,
 🙄🙄,,,,,,
 Tammudu ,,,,,,
,,,,,,
,,,,,,
 3rd😂😂,,,,,,
 Needhi edhi!?,,,,,,
 Yeahhhh🤣,,,,,,
 I gave only one ,,,,,,
,,,,,,
 ‎,,,,,,
 😂😂🙌🏼,,,,,,
 Allotments ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Okay,,,,,,
 F and B,,,,,,
" Design , councils",,,,,,
 They will come in later stages....when we recruit OC,,,,,,
 Okay,,,,,,
" Yeass , just veligindi bulb 😅",,,,,,
 So soon ?,,,,,,
 Yeahhhh,,,,,,
 Gyanodayam,,,,,,
 Who all are coming tomorrow?,,,,,,
 If everyone is coming then I will,,,,,,
 I will come,,,,,,
 I'm coming,,,,,,
 We have to tell our secretariat members that they'll have to attend at least 3 muns before cbit mun,,,,,,
 Yeahh,,,,,,
 Repu chepdam,,,,,,
 @917995470449 ,,,,,,
,,,,,,
 Along with the secretariat and we alone also,,,,,,
 Okay,,,,,,
 I'm coming,,,,,,
 Mee too,,,,,,
 What all are we gonna discuss tomorrow,,,,,,
" No money , no CBIT MUN ani gattiga chepali , not only this meet , every meet",,,,,,
 No wait. If thay aren't serious,,,,,,
 Then we'll have to,,,,,,
 Wait,,,,,,
 Yeah,,,,,,
" Tomorrow, we are having a meet with the secretariat?",,,,,,
 We will meet them and then take them to ma’am,,,,,,
 Rey,,,,,,
 First sort out everything that *we* have to do,,,,,,
 Yes,,,,,,
 First let's decide our plan of action.,,,,,,
,,,,,,
 Sandhya ma'am will ask the same question.,,,,,,
" Before everything, we need to decide on the dates",,,,,,
" Decide kadu , have them in mind , ask ma’am for approval",,,,,,
 We have to go to AEC and ask for tentative almanac for 2018-19,,,,,,
 To make sure that we don't have any exams on those dates,,,,,,
 Rey they'll deceide the exams based on the events,,,,,,
" So if we give them the tentative dates, they'll deceide",,,,,,
 Rêvannth was saying this,,,,,,
 I guess,,,,,,
 We'll cross check with them,,,,,,
 Once,,,,,,
 Yea,,,,,,
 Guys ,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 Hey guys,,,,,,
 Since this is the 8 th edition of CBIT MUN,,,,,,
 And 8 looks like infinity,,,,,,
 Hey Jahnavi!!,,,,,,
 Why don’t we have The word INFINITE in our tag line ?,,,,,,
 🤨,,,,,,
 Emoji not displayed 😂,,,,,,
 Sandhya Reddy mam is invigilator for some exam anta. She won't be free until 3,,,,,,
 We can meet her after that itseems,,,,,,
" In that case , we'll meet her .",,,,,,
,,,,,,
 Yes,,,,,,
 Exà,,,,,,
 Exactly,,,,,,
 Meet her and tell what?,,,,,,
" About the dates and also ask her if we can meet the princie, Becoz through her we need to pass some doc or something",,,,,,
 Yep,,,,,,
 Do we have dates in mind? ,,,,,,
,,,,,,
 But an idea of when we're planning to have,,,,,,
 She'll give her inputs,,,,,,
 Yeah ,,,,,,
,,,,,,
 😂,,,,,,
 We have to keep her informed,,,,,,
 Always,,,,,,
 Noo not always ,,,,,,
,,,,,,
,,,,,,
